stage,date_of_status_update,district,address,street_dir,street_name,city,cleared_by_employee,billed_adder_notes,billed_adder_other,cb_date,cb_report,clear_date,cleared_by,client_no,co_install_y_n,conflict_repair_date,crew_lead,crew_tech,depth_1,depth_2,depth_3,depth_4,depth_5,desc_1,desc_2,desc_3,desc_4,desc_5,dig_hrs,dig_y_n,dir_lat_frm_mh,dist_1,dist_2,dist_3,dist_4,dist_5,dist_mh_to_lat,door_tag_date1,door_tag_date2,door_tag_date3,end_mh,field_notes,gas_main_clr_date,gas_main_clr_method,gas_service_clr_date,gas_service_clr_method,inspection_hourly,inspection_type,inspector,lat_inspection_push_camera_ea,latitude,longitude,measurements_y_n,no_videos_today,no_videos_total,notes_doortag,notes_extra,num_of_co_installs,phase,photo_map,pipe_complete,project_no,pv_stage,qa_comments_1,qa_comments_2,qa_comments_3,qa_name,qa_pass_fail_1,qa_pass_fail_2,qa_pass_fail_3,qc_comments_1,qc_comments_2,qc_comments_3,qc_date_1,qc_date_2,qc_date_3,qc_name_1,qc_name_2,qc_name_3,qc_p_f_1,qc_p_f_2,qc_p_f_3,ref_1,ref_2,ref_3,ref_4,ref_5,rerun_deadline,rerun_y_n,sanitary_main_cleaning_lf,sanitary_main_inspection_lf,sewer_lat_inspection_lat_launch_ea,sewer_lateral_cleaning_lf,sewer_ml_ft,sewer_type,site_photos,start_mh,state,status_update,storm_main_cleaning_lf,storm_main_inspection_lf,street_direction,time,to_bldg,utility_type,video_1,video_2,video_3,video_date_1,video_date_2,video_date_3,video_device_1,video_device_2,video_device_3,video_type,video_url,video_url_2,video_url_3
COMPLETE,2025-06-06,,319,,RIVER ST,COMMERCE,,,,,,2025/06/06,2400,5TH AND RIVER,,,James Atwood,Michael Parrish,0,0,0,0,0,TAP,END,C/O,12T,END,,,South,49.5,3.8,0,40.8,67,49.5,,,,,,2025/06/06,PO,2025/06/06,PO,,Post,SCOTT.LOVELADY@ONEGAS.COM ,1,36.9376,-94.8748,yes,1,2,,OFFSET VOID HAS VCO NEEDS PUSHED / CLEAR PUSHED TO MAIN ,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_b68905_cdv_photo_003_1749144768169.jpg"",""rid"":38796156,""lid"":""6728851"",""fid"":""884"",""field"":""photo_map"",""title"":""mdc_photo_mdc_b68905_cdv_photo_003_1749144768169.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_c6bd55_cdv_photo_000_1749223402378.jpg"",""rid"":38807602,""lid"":""6728851"",""fid"":""884"",""field"":""photo_map"",""title"":""mdc_photo_mdc_c6bd55_cdv_photo_000_1749223402378.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",No,0406,COMPLETE,,,,,,,,"DAMAGED PIPE, OFFSET VOID, WAITING FOR 2400 PO VIDEO",,,2025/06/06,,,Katy Thompson,,,Fail,,,A,B,C,D,E,,,,,1,,,Lateral Inspection,,MH 318 N QUINCY ST ,OK,2025/06/06,,,North,10:17,,2,James Atwood,James Atwood,,2025/06/05,2025/06/06,,2400 LETS,2400 PO,,Push Camera,https://pioneer.sewerai.com/dashboard/review/41a48f0b-9059-4993-bd35-0011a2f6a1fb?t=0&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&city=COMMERCE,,
OFFICE REVIEW,2025-05-07,,217,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/07,1800,PW-24R3-TOPEKA-SW SANNEMAN AND TERRA DR-CWO-5/31/25 ,,,Eric Zerr,Carter Pacheco,58,54,,,,TAP,END/ROOTBALL,,,,,No,West,68.3,1.9,,,,68.3,,,,,,2025/05/07,LETS,2025/05/07,LETS,,Post, SCOTT.LOVELADY@ONEGAS.COM ,,38.9781,-95.6842,yes,1,1,,,,One Gas,,No,0406,OFFICE REVIEW,,,,,,,,"VIDEO IS SEMI CLEAR, END @ROOTBALL",,,2025/05/07,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_cfe40d_cdv_photo_1746627589_1746627593271.jpg"",""rid"":38465309,""lid"":""6728851"",""fid"":""635"",""field"":""site_photos"",""title"":""mdc_photo_mdc_cfe40d_cdv_photo_1746627589_1746627593271.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 213 SW TERRA DR  ,KS,2025/05/07,,,South,09:14,,2,Eric Zerr,,,2025/05/07,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/b21f3dec-354b-43eb-bbd3-79ca3165f4d5?t=1.53013&limit=30&offset=0&project=25PV0406+ONE+GAS+&client_reviewed=false&street_address=SW+TERRA+DR,,
GAS LINE,2025-08-06,,7721,,Veracruz,El Paso,,,,,,2025/08/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,31.7473,-106.358,,,,,,,One Gas,,,0723,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,2025/08/06,,,,12:05,Gas Service,1,,,,,,,,,,,,,
COMPLETE,2025-05-07,,521,,BERTRAND ST,MANHATTAN,,,,,,2025/05/07,2400,BERTRAND / N 6 ST,,,Edgar Atwood,Michael Parrish,0,0,0,0,,TAP,12T,12T,END,,,,West,170,81.8,82.6,97.6,,170.5,,,,,,2025/05/07,LETS,2025/05/07,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,39.1905,-96.5648,yes,1,1,,,,One Gas,,Yes,0406,COMPLETE,,,,,,,,CLEAR ON PULLBACK,,,2025/05/16,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,,MH  1100 N 6TH ST,KS,2025/05/07,,,,13:33,,2,Edgar Atwood,,,2025/05/07,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/4681ed04-6661-4289-99d8-5420aa4bde34?t=6.540949&limit=30&offset=0&project=25PV0406+ONE+GAS+&client_reviewed=false,,
COMPLETE,2025-06-03,,214,,QUINCY ST,COMMERCE ,,,,,,2025/06/03,2400,5TH AND RIVER,,,James Atwood,Michael Parrish,0,0,,,,TAP,CAPPED/END,,,,,,South,130.3,5,,,,130.3,,,,,,2025/06/03,LETS,2025/06/03,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.9363,-94.8747,yes,1,1,,CAPPED / CLEAR,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_88ce89_cdv_photo_000_1748959442368.jpg"",""rid"":38759201,""lid"":""6728851"",""fid"":""801"",""field"":""photo_map"",""title"":""mdc_photo_mdc_88ce89_cdv_photo_000_1748959442368.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,,,,2025/06/03,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 302 N QUINCY ST ,OK,2025/06/03,,,North,08:58,C,2,James Atwood,,,2025/06/03,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/080ca948-0b99-4c72-bb92-b53534e202f7?t=1.444955&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&client_reviewed=false,,
COMPLETE,2025-06-02,,MH 9411 MOODY PARK DR ,,MOODY PARK DR ,OVERLAND PARK ,,,,,,2025/06/02,1800,SOUTHDALE/95 AND NEIMAN ,,,Edgar Atwood,Carter Pacheco,0,0,,,,MH 9411 MOODY PARK DR ,END/MH 9431 MOODY PARK DR,,,,,No,,0,371.8,,,,,,,,MH 9431 MOODY PARK DR,,2025/06/02,LETS,2025/06/02,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9582,-94.7011,yes,1,1,,,,One Gas,,Yes,0403,COMPLETE,,,,,,,,,,,2025/06/02,,,Katy Thompson,,,Pass,,,A,B,,,,,,,371.8,,,371.8,Main Inspection,,MH 9411 MOODY PARK DR ,KS,2025/06/02,,,,12:54,TO MH 9431 MOODY PARK DR,2,Edgar Atwood,,,2025/06/02,,,1800 LETS,,,CCTV,https://pioneer.sewerai.com/dashboard/review/d49938b8-c328-4ec3-95ed-4ef88c8e2d96?t=1.512991&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&client_reviewed=false,,
GAS LINE,2025-08-08,,,,,,,,,,,2025/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,31.7606,-106.363,,,,,,,One Gas,,,0723,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/08/08,,,,08:59,,1,,,,,,,,,,,,,
GAS LINE,2025-05-07,,,,JULIETTE AVE ,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1903,-96.5666,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,North,13:00,,1,,,,,,,,,,,,,
CLIENT REVIEW,2025-06-03,,202,,QUINCY ST,COMMERCE ,,,,,,2025/06/03,2400,5TH AND RIVER ,,,James Atwood,Michael Parrish,0,49,0,,,TAP,GMI,END,,,,,South,373.4,5,5.2,,,373.4,,,,,,2025/06/03,LETS,2025/06/03,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.9363,-94.8747,yes,1,1,,OFFSET ABANDONED/ SEWER DEPTH WAS 49” & GAS DEPTH IS 35”,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_208c38_cdv_photo_001_1748978897896.jpg"",""rid"":38766128,""lid"":""6728851"",""fid"":""812"",""field"":""photo_map"",""title"":""mdc_photo_mdc_208c38_cdv_photo_001_1748978897896.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,CLIENT REVIEW,	OFFSET ABANDONED/ SEWER DEPTH WAS 49” & GAS DEPTH IS 35”,,,Katy Thompson,Pass,,,NO VISUAL @ GMI WHERE OFFSET IS.,,,2025/06/04,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_09453b_cdv_photo_000_1748978728468.jpg"",""rid"":38766117,""lid"":""6728851"",""fid"":""812"",""field"":""site_photos"",""title"":""mdc_photo_mdc_09453b_cdv_photo_000_1748978728468.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 302 N QUINCY ST ,OK,2025/06/03,,,North,14:21,A,2,James Atwood,,,2025/06/03,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/7e07f945-c691-41d6-a111-e9044afbe938?t=3.803185&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&inspection_datetime__gte=2025-06-03T00%3A00%3A00-05%3A00&inspection_datetime__lte=2025-06-03T23%3A59%3A59-05%3A00,,
COMPLETE,2025-06-06,,17501 ,,98TH ST ,LENEXA ,,,,,,2025/06/06,1800,VISTA VILLAGE (PRAIRIE STAR PKWY/RIDGEVIEW) ,,,Eric Zerr,Carter Pacheco,0,0,,,,TAP,END,,,,,No,South,229.1,31.7,,,,229.1,,,,,,2025/06/06,LETS,2025/06/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9548,-94.791,yes,1,1,,,,One Gas,,Yes,0403,COMPLETE,,,,,,,,,,,2025/06/12,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 17501 W 98TH ST ,KS,2025/06/06,,,West,13:52,L,2,Edgar Atwood,,,2025/06/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/70c99a95-e639-4ca4-a261-549a5b4404fe?t=4.867085&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&status=uploaded&client_reviewed=false,,
GAS LINE,2025-05-07,,521,,BERTRAND ST,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1905,-96.5642,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,15:07,,1,,,,,,,,,,,,,
COMPLETE,2025-06-06,,417,,RIVER ST,COMMERCE,,,,,,2025/06/06,2400,5TH AND RIVER,,,James Atwood,Michael Parrish,0,0,0,,,C/O,3T,END,,,,,,0,1.1,76.3,,,,,,,,,2025/06/06,PO,2025/06/06,PO,,Post,SCOTT.LOVELADY@ONEGAS.COM ,1,36.9385,-94.8742,yes,1,1,,CLEAR / NO GAS DID NOT RECIEVE NEW GAS,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_860118_cdv_photo_000_1749235704008.jpg"",""rid"":38809946,""lid"":""6728851"",""fid"":""951"",""field"":""photo_map"",""title"":""mdc_photo_mdc_860118_cdv_photo_000_1749235704008.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0406,COMPLETE,,,,,,,,,,,,,,,,,,,,A,B,C,,,,,,,,,,Lateral Inspection,,,OK,2025/06/06,,,North,13:44,,2,James Atwood,,,2025/06/06,,,2400 PO,,,Push Camera,,,
GAS LINE,2025-05-07,,,,,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1903,-96.5665,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,13:57,,1,,,,,,,,,,,,,
COMPLETE,2025-06-06,,17501 ,,98TH ST ,LENEXA ,,,,,,2025/06/06,1800,VISTA VILLAGE (PRAIRIE STAR PKWY/RIDGEVIEW) ,,,Eric Zerr,Carter Pacheco,0,78,0,,,TAP,GMI,END,,,,No,South,209,32.3,33,,,209,,,,,,2025/06/06,LETS,2025/06/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9548,-94.7909,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_a71eb5_cdv_photo_003_1749234974289.jpg"",""rid"":38809707,""lid"":""6728851"",""fid"":""950"",""field"":""photo_map"",""title"":""mdc_photo_mdc_a71eb5_cdv_photo_003_1749234974289.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,GMI IS CLEAR,,,2025/06/13,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e4e364_cdv_photo_002_1749234842896.jpg"",""rid"":38809683,""lid"":""6728851"",""fid"":""950"",""field"":""site_photos"",""title"":""mdc_photo_mdc_e4e364_cdv_photo_002_1749234842896.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 17501 W 98TH ST ,KS,2025/06/06,,,West,13:31,K,2,Edgar Atwood,,,2025/06/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/c8f56600-2b5a-4ab5-9d91-fb84d939864f?t=7.54435&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&status=uploaded&client_reviewed=false,,
GAS LINE,2025-05-07,,,,,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1903,-96.5666,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,14:34,,1,,,,,,,,,,,,,
COMPLETE,2025-06-04,,10002,,W 93RD ST,OVERLAND PARK ,,,,,,2025/06/04,1800,SOUTHDALE/95 AND NEIMAN ,,,Edgar Atwood,Tiffanie Gibson,0,92,0,,,TAP,GMI,END,,,,,West,51.3,3.4,29.8,,,51.3,,,,10100 W 93RD ST,,2025/06/04,LETS,2025/06/04,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9598,-94.7016,yes,1,1,,VIDEO 1 IS CAI,,One Gas,,Yes,0403,COMPLETE,,,,,,,,,,,2025/09/11,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_96d30c_cdv_photo_000_1749055270263.jpg"",""rid"":38779985,""lid"":""6728851"",""fid"":""832"",""field"":""site_photos"",""title"":""mdc_photo_mdc_96d30c_cdv_photo_000_1749055270263.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 10002 W 93RD ST ,KS,2025/06/04,,,West,11:31,,2,N/A,,,2025/06/04,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/c03dfd68-6add-472d-a369-204f9bb2d13b?t=4.200037&limit=30&offset=0&status=uploaded&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date&client_reviewed=false,,
GAS LINE,2025-05-07,,512,,THURSTON ST,MANHATTAN,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1905,-96.5648,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,14:39,,1,,,,,,,,,,,,,
GAS LINE,2025-05-07,,,,,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1903,-96.5666,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,13:52,,1,,,,,,,,,,,,,
GAS LINE,2025-05-07,,,,,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1903,-96.5666,,,,,,,,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,13:55,,1,,,,,,,,,,,,,
GAS LINE,2025-05-07,,,,,MANHATTAN ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.1903,-96.5666,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,,15:35,,1,,,,,,,,,,,,,
GAS LINE,2025-05-08,,,,,HUTCHINSON ,,,,,,2025/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.0516,-97.9401,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/08,,,,08:02,,1,,,,,,,,,,,,,
GAS LINE,2025-05-08,,,,,HUTCHINSON ,,,,,,2025/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.0516,-97.9394,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/08,,,,08:03,,1,,,,,,,,,,,,,
GAS LINE,2025-05-08,,,,,HUTCHINSON ,,,,,,2025/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.0512,-97.94,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/08,,,,09:26,,1,,,,,,,,,,,,,
COMPLETE NO BILL,2025-08-06,,7700,,Acapulco Ave,El paso,,,,,,2025/08/06,---------------------,Acapulco Ave El Paso tx ,,,---------------------,---------------------,0,0.47,,,,End,GMI,,,,,No,,60,16,,,,,,,,,,2025/08/06,LETS,2025/08/06,LETS,,Post,Scott.lovelady@Onegas.com ,,31.7481,-106.358,yes,1,1,,"08/06/2025 Truck5100 
Lead - Christian E. Tech - Derek K. 

End @ 60 
GMI @ ",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_0e1c31_cdv_photo_000_1754525675529.jpg"",""rid"":39632994,""lid"":""6728851"",""fid"":""1059"",""field"":""photo_map"",""title"":""mdc_photo_mdc_0e1c31_cdv_photo_000_1754525675529.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",No,0723,COMPLETE NO BILL,,,,,,,,"GMI NOT CLEAR, SITE PHOTO NEEDED",,,2025/10/07,,,Katy Thompson,,,Fail,,,A,,,,,,,,,1,,,Lateral Inspection,,,TX,2025/08/06,,,,18:02,,2,N/A,,,,,,N/A,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/35097ff6-c377-4f0f-b1f0-ad147ae4d0ea?t=2.003487&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date,,
PO,2025-05-08,,400 W AVENUE A,,AVENUE A,HUTCHINSON,,,,,,,1800,PW-23R3-HUTCHINSON-SHERMAN AND MADISON ,,,Eric Zerr,,,,,,,,,,,,,,West,,,,,,73.7,,,,,,,,,,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.0518,-97.9394,,,,,UNABLE TO GET INTO TAP MORE THAN 1FT WILL NEED TO PO TO CLEAR,,One Gas,,N/A,0406,PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,,MH 401 W SHERMAN ST,KS,2025/05/08,,,West,,,2,N/A,,,,,,N/A,,,,,,
COMPLETE,2025-05-05,,219,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/05,1800,PW-24R3-TOPEKA-SW SANNEMAN AND TERRA DR-CWO-5/31/25 ,,,Eric Zerr,Carter Pacheco,49,26,15,,,TAP,GSI,END/12T,,,,No,East,145.3,29,61,,,145.3,,,,,,2025/05/05,LETS,2025/05/05,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9784,-95.6854,yes,1,1,,,,One Gas,,Yes,0406,COMPLETE,,,,,,,,,,,2025/05/08,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_cecc23_cdv_photo_000_1746481160129.jpg"",""rid"":38442317,""lid"":""6728851"",""fid"":""575"",""field"":""site_photos"",""title"":""mdc_photo_mdc_cecc23_cdv_photo_000_1746481160129.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 225 SW TERRA DR ,KS,2025/05/05,,,,16:30,,2,Carter Pacheco,,,2025/05/05,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/324b6a44-c801-463b-9c07-d786645d23ab?t=2.161615&limit=30&offset=0&project=25PV0406+ONE+GAS+&client_reviewed=false&street_address=SW+TERRA+DR,,
GAS LINE,2025-05-08,,,,,HUTCHINSON ,,,,,,2025/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.0513,-97.9401,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/08,,,,09:36,,1,,,,,,,,,,,,,
GAS LINE,2025-05-08,,,,,,,,,,,2025/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.0527,-97.9393,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/05/08,,,,09:46,,1,,,,,,,,,,,,,
COMPLETE NO BILL,2025-08-04,,804,,W 15Th St,Monahans ,,,,,,2025/08/04,---------------------,15TH ST Monaghan ,,,---------------------,---------------------,0,,,,,End ,,,,,,No,,10,,,,,,,,,,,2025/08/04,PO,2025/08/04,PO,,Post,Z,1,31.5779,-102.897,yes,1,1,,"08/04/2025 
Truck5100
Christian E- Derek K ",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_bc8f01_cdv_photo_027_1754327620074.jpg"",""rid"":39594364,""lid"":""6728851"",""fid"":""964"",""field"":""photo_map"",""title"":""mdc_photo_mdc_bc8f01_cdv_photo_027_1754327620074.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e7d37e_cdv_photo_026_1754327620074.jpg"",""rid"":39594363,""lid"":""6728851"",""fid"":""964"",""field"":""site_photos"",""title"":""mdc_photo_mdc_e7d37e_cdv_photo_026_1754327620074.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/04,,,,12:10,,2,---------------------,,,2025/08/04,,,SW2,,,Push Camera,,,
GAS LINE,2025-05-08,,,,,HUTCHINSON ,,,,,,2025/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.0516,-97.9402,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/08,,,,09:41,,1,,,,,,,,,,,,,
COMPLETE,2025-06-02,,220 ,,QUINCY ST,COMMERCE ,,,,,,2025/06/02,2400,5TH AND RIVER,,,James Atwood,Michael Parrish,0,49,0,,,TAP,GMI,END/12T,,,,,South,48.9,6.5,52.1,,,48.9,,,,,,2025/06/02,LETS,2025/06/02,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.9362,-94.8747,yes,1,1,, NO GAS SERVICE ,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1cc92c_cdv_photo_002_1748874839944.jpg"",""rid"":38745448,""lid"":""6728851"",""fid"":""771"",""field"":""photo_map"",""title"":""mdc_photo_mdc_1cc92c_cdv_photo_002_1748874839944.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,CLEAR ON PULLBACK,,,2025/06/03,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_2fb687_cdv_photo_000_1748874477810.jpg"",""rid"":38745353,""lid"":""6728851"",""fid"":""771"",""field"":""site_photos"",""title"":""mdc_photo_mdc_2fb687_cdv_photo_000_1748874477810.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_9c8876_cdv_photo_001_1748874477811.jpg"",""rid"":38745354,""lid"":""6728851"",""fid"":""771"",""field"":""site_photos"",""title"":""mdc_photo_mdc_9c8876_cdv_photo_001_1748874477811.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 302 N QUINCY ST ,OK,2025/06/02,,,North,09:21,,2,Robert Gudgel,,,2025/06/02,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/9855bc4e-bae5-45f7-9b3f-9b6e2678afb8?t=1.529846&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&client_reviewed=false&city=COMMERCE,,
